"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","YearFiveFold","YearTenFold"
1987,10,13,2,735,735,1218,1215,"DL",358,,163,160,,3,0,"SAN","DFW",1171,,,0,,0,,,,,,2,0
1987,10,17,6,735,735,1226,1215,"DL",358,,171,160,,11,0,"SAN","DFW",1171,,,0,,0,,,,,,0,0
1987,10,28,3,830,830,918,910,"DL",362,,108,100,,8,0,"DFW","ABQ",569,,,0,,0,,,,,,2,0
1987,10,28,3,700,700,803,751,"DL",362,,63,51,,12,0,"IAH","DFW",224,,,0,,0,,,,,,3,0
1987,10,4,7,900,900,1051,1054,"DL",363,,171,174,,-3,0,"DCA","DFW",1192,,,0,,0,,,,,,3,0
1987,10,2,5,1308,1300,1618,1609,"DL",363,,130,129,,9,8,"SAT","ATL",874,,,0,,0,,,,,,2,0
1987,10,16,5,600,600,741,738,"DL",364,,101,98,,3,0,"FLL","ATL",581,,,0,,0,,,,,,4,0
1987,10,21,3,1852,1852,2049,2040,"DL",365,,237,228,,9,0,"DFW","SEA",1660,,,0,,0,,,,,,0,0
1987,10,7,3,1640,1640,1815,1801,"DL",365,,155,141,,14,0,"JAX","DFW",919,,,0,,0,,,,,,1,0
1987,10,26,1,1705,1705,1706,1655,"DL",366,,61,50,,11,0,"ATL","BNA",214,,,0,,0,,,,,,0,0
1987,10,28,3,1705,1705,1703,1655,"DL",366,,58,50,,8,0,"ATL","BNA",214,,,0,,0,,,,,,4,0
1987,10,27,2,1909,1859,2118,2119,"DL",368,,129,140,,-1,10,"MCO","DTW",957,,,0,,0,,,,,,1,0
1987,10,21,3,700,700,750,746,"DL",370,,50,46,,4,0,"AUS","DFW",190,,,0,,0,,,,,,0,0
1987,10,12,1,1845,1845,1909,1905,"DL",371,,84,80,,4,0,"CVG","LIT",513,,,0,,0,,,,,,1,0
1987,10,2,5,1335,1335,2010,1942,"DL",372,,215,187,,28,0,"PHX","CVG",1569,,,0,,0,,,,,,0,0
1987,10,26,1,1435,1435,1958,1942,"DL",372,,203,187,,16,0,"PHX","CVG",1569,,,0,,0,,,,,,4,0
1987,10,8,4,920,920,1040,1049,"DL",373,,140,149,,-9,0,"DTW","DFW",987,,,0,,0,,,,,,3,0
1987,10,20,2,1715,1707,1838,1835,"DL",374,,83,88,,3,8,"ATL","PIT",526,,,0,,0,,,,,,0,0
1987,10,1,4,1159,1159,1250,1250,"DL",374,,51,51,,0,0,"DFW","IAH",224,,,0,,0,,,,,,0,0
1987,10,20,2,1159,1159,1259,1250,"DL",374,,60,51,,9,0,"DFW","IAH",224,,,0,,0,,,,,,0,0
1987,10,23,5,1159,1159,1314,1250,"DL",374,,75,51,,24,0,"DFW","IAH",224,,,0,,0,,,,,,2,0
1987,10,18,7,1648,1648,1807,1805,"DL",375,,79,77,,2,0,"ATL","CMH",446,,,0,,0,,,,,,3,0
1987,10,9,5,1415,1415,1538,1546,"DL",375,,83,91,,-8,0,"RSW","ATL",515,,,0,,0,,,,,,2,0
1987,10,1,4,2029,2017,2210,2141,"DL",376,,101,84,,29,12,"CVG","PHL",507,,,0,,0,,,,,,2,0
1987,10,2,5,1010,1010,1105,1103,"DL",377,,55,53,,2,0,"SAT","DFW",247,,,0,,0,,,,,,3,0
1987,10,17,6,1010,1010,1104,1103,"DL",377,,54,53,,1,0,"SAT","DFW",247,,,0,,0,,,,,,2,0
1987,10,14,3,700,700,748,748,"DL",377,,48,48,,0,0,"SAV","ATL",215,,,0,,0,,,,,,4,0
1987,10,16,5,700,700,751,748,"DL",377,,51,48,,3,0,"SAV","ATL",215,,,0,,0,,,,,,1,0
1987,10,19,1,700,700,741,748,"DL",377,,41,48,,-7,0,"SAV","ATL",215,,,0,,0,,,,,,1,0
1987,10,27,2,1706,1702,2005,1955,"DL",379,,119,113,,10,4,"DFW","SDF",733,,,0,,0,,,,,,1,0
1987,10,29,4,2028,2015,2054,2037,"DL",379,,26,22,,17,13,"SDF","LEX",63,,,0,,0,,,,,,3,0
1987,10,4,7,2010,2005,2248,2245,"DL",380,,98,100,,3,5,"DEN","DFW",641,,,0,,0,,,,,,2,0
1987,10,28,3,2322,2314,6,2359,"DL",380,,44,45,,7,8,"DFW","AUS",190,,,0,,0,,,,,,1,0
1987,10,16,5,1905,1905,2041,2038,"DL",381,,36,33,,3,0,"BNA","TYS",152,,,0,,0,,,,,,4,0
1987,10,20,2,1905,1905,2044,2038,"DL",381,,39,33,,6,0,"BNA","TYS",152,,,0,,0,,,,,,2,0
1987,10,2,5,1707,1700,1842,1840,"DL",381,,95,100,,2,7,"DFW","BNA",631,,,0,,0,,,,,,3,0
1987,10,18,7,1700,1700,1840,1840,"DL",381,,100,100,,0,0,"DFW","BNA",631,,,0,,0,,,,,,2,0
1987,10,19,1,2319,2318,25,20,"DL",382,,66,62,,5,1,"ATL","RDU",356,,,0,,0,,,,,,3,0
1987,10,26,1,2323,2318,31,20,"DL",382,,68,62,,11,5,"ATL","RDU",356,,,0,,0,,,,,,0,0
1987,10,24,6,1705,1705,2223,2224,"DL",382,,198,199,,-1,0,"SLC","ATL",1589,,,0,,0,,,,,,4,0
1987,10,20,2,700,700,639,640,"DL",383,,39,40,,-1,0,"ATL","BHM",134,,,0,,0,,,,,,0,0
1987,10,11,7,1015,1015,1100,1100,"DL",385,,45,45,,0,0,"TYS","ATL",152,,,0,,0,,,,,,2,0
1987,10,26,1,1015,1015,1110,1100,"DL",385,,55,45,,10,0,"TYS","ATL",152,,,0,,0,,,,,,0,0
1987,10,22,4,1650,1640,2115,2105,"DL",386,,145,145,,10,10,"LAS","DFW",1055,,,0,,0,,,,,,3,0
1987,10,13,2,1712,1712,1924,1924,"DL",387,,132,132,,0,0,"ORD","DFW",802,,,0,,0,,,,,,2,0
1987,10,10,6,715,700,802,750,"DL",388,,47,50,,12,15,"CVG","CLE",221,,,0,,0,,,,,,1,0
1987,10,24,6,645,645,833,816,"DL",389,,168,151,,17,0,"DFW","SLC",988,,,0,,0,,,,,,1,0
1987,10,16,5,1135,1135,1209,1203,"DL",392,,34,28,,6,0,"SDF","CVG",83,,,0,,0,,,,,,2,0
1987,10,30,5,1514,1503,1756,1750,"DL",393,,162,167,,6,11,"BOS","PBI",1197,,,0,,0,,,,,,0,0
1987,10,6,2,1711,1707,2015,2020,"DL",394,,124,133,,-5,4,"DFW","MCO",984,,,0,,0,,,,,,0,0
1987,10,24,6,1711,1707,2017,2020,"DL",394,,126,133,,-3,4,"DFW","MCO",984,,,0,,0,,,,,,1,0
1987,10,2,5,2026,2017,2001,1945,"DL",398,,35,28,,16,9,"CVG","IND",98,,,0,,0,,,,,,1,0
1987,10,18,7,2021,2017,1956,1945,"DL",398,,35,28,,11,4,"CVG","IND",98,,,0,,0,,,,,,3,0
1987,10,1,4,2250,2250,2351,15,"DL",399,,241,265,,-24,0,"CVG","LAX",1900,,,0,,0,,,,,,0,0
1987,10,8,4,2250,2250,6,15,"DL",399,,256,265,,-9,0,"CVG","LAX",1900,,,0,,0,,,,,,2,0
1987,10,22,4,2305,2250,39,15,"DL",399,,274,265,,24,15,"CVG","LAX",1900,,,0,,0,,,,,,1,0
1987,10,11,7,658,658,655,700,"DL",400,,57,62,,-5,0,"CVG","ORD",264,,,0,,0,,,,,,3,0
1987,10,13,2,658,658,701,700,"DL",400,,63,62,,1,0,"CVG","ORD",264,,,0,,0,,,,,,3,0
1987,10,26,1,658,658,714,700,"DL",400,,76,62,,14,0,"CVG","ORD",264,,,0,,0,,,,,,0,0
1987,10,20,2,1000,1000,1036,1035,"DL",401,,36,35,,1,0,"SAN","ONT",94,,,0,,0,,,,,,2,0
1987,10,7,3,630,630,758,746,"DL",401,,148,136,,12,0,"TPA","DFW",929,,,0,,0,,,,,,1,0
1987,10,28,3,824,815,1134,1100,"DL",407,,190,165,,34,9,"LGA","FLL",1076,,,0,,0,,,,,,0,0
1987,10,6,2,839,827,942,925,"DL",408,,63,58,,17,12,"DFW","HOU",247,,,0,,0,,,,,,0,0
1987,10,17,6,827,827,939,925,"DL",408,,72,58,,14,0,"DFW","HOU",247,,,0,,0,,,,,,2,0
1987,10,16,5,836,836,838,840,"DL",409,,62,64,,-2,0,"ATL","MEM",332,,,0,,0,,,,,,1,0
1987,10,26,1,908,905,1006,939,"DL",409,,58,34,,27,3,"MEM","LIT",129,,,0,,0,,,,,,0,0
1987,10,8,4,1850,1839,2056,2045,"DL",411,,126,126,,11,11,"CVG","PBI",892,,,0,,0,,,,,,2,0
1987,10,17,6,1701,1655,1759,1747,"DL",411,,58,52,,12,6,"DTW","CVG",229,,,0,,0,,,,,,0,0
1987,10,12,1,700,700,705,704,"DL",412,,65,64,,1,0,"ATL","MEM",332,,,0,,0,,,,,,0,0
1987,10,7,3,750,750,1020,957,"DL",412,,90,67,,23,0,"MEM","CVG",403,,,0,,0,,,,,,1,0
1987,10,7,3,2032,2010,2131,2055,"DL",415,,59,45,,36,22,"DFW","AUS",190,,,0,,0,,,,,,2,0
1987,10,8,4,655,655,652,645,"DL",416,,57,50,,7,0,"ATL","BNA",214,,,0,,0,,,,,,4,0
1987,10,24,6,655,655,644,645,"DL",416,,49,50,,-1,0,"ATL","BNA",214,,,0,,0,,,,,,4,0
1987,10,5,1,1435,1435,1605,1559,"DL",418,,90,84,,6,0,"CVG","PHL",507,,,0,,0,,,,,,3,0
1987,10,15,4,1446,1435,1618,1559,"DL",418,,92,84,,19,11,"CVG","PHL",507,,,0,,0,,,,,,1,0
1987,10,25,7,1459,1435,1630,1559,"DL",418,,91,84,,31,24,"CVG","PHL",507,,,0,,0,,,,,,2,0
1987,10,23,5,1014,1000,1217,1152,"DL",419,,123,112,,25,14,"LGA","CVG",585,,,0,,0,,,,,,4,0
1987,10,29,4,1000,1000,1151,1152,"DL",419,,111,112,,-1,0,"LGA","CVG",585,,,0,,0,,,,,,1,0
1987,10,31,6,715,715,801,757,"DL",420,,46,42,,4,0,"PBI","TPA",174,,,0,,0,,,,,,3,0
1987,10,27,2,1110,1110,1336,1340,"DL",421,,146,150,,-4,0,"LGA","MCO",950,,,0,,0,,,,,,3,0
1987,10,23,5,1209,1209,1311,1305,"DL",425,,62,56,,6,0,"ATL","JAX",270,,,0,,0,,,,,,1,0
1987,10,2,5,1415,1415,1900,1855,"DL",426,,165,160,,5,0,"SAN","DFW",1171,,,0,,0,,,,,,4,0
1987,10,10,6,1415,1415,1848,1855,"DL",426,,153,160,,-7,0,"SAN","DFW",1171,,,0,,0,,,,,,0,0
1987,10,21,3,832,832,921,920,"DL",428,,49,48,,1,0,"ATL","CAE",191,,,0,,0,,,,,,1,0
1987,10,30,5,1703,1703,1728,1720,"DL",429,,85,77,,8,0,"ATL","MSY",425,,,0,,0,,,,,,0,0
1987,10,26,1,2328,2328,11,15,"DL",431,,43,47,,-4,0,"DFW","SHV",190,,,0,,0,,,,,,3,0
1987,10,29,4,2328,2328,16,15,"DL",431,,48,47,,1,0,"DFW","SHV",190,,,0,,0,,,,,,1,0
1987,10,10,6,30,35,115,115,"DL",431,,45,40,,0,-5,"SHV","JAN",220,,,0,,0,,,,,,1,0
1987,10,24,6,30,35,111,115,"DL",431,,41,40,,-4,-5,"SHV","JAN",220,,,0,,0,,,,,,4,0
1987,10,25,7,2335,35,22,115,"DL",431,,47,40,,-53,1380,"SHV","JAN",220,,,0,,0,,,,,,4,0
1987,10,29,4,30,35,112,115,"DL",431,,42,40,,-3,-5,"SHV","JAN",220,,,0,,0,,,,,,4,0
1987,10,25,7,816,816,1122,1116,"DL",433,,186,180,,6,0,"BOS","MIA",1258,,,0,,0,,,,,,3,0
1987,10,17,6,1649,1649,1747,1745,"DL",434,,58,56,,2,0,"ATL","JAX",270,,,0,,0,,,,,,0,0
1987,10,24,6,1649,1649,1742,1745,"DL",434,,53,56,,-3,0,"ATL","JAX",270,,,0,,0,,,,,,1,0
1987,10,10,6,1615,1615,1747,1741,"DL",435,,92,86,,6,0,"RIC","ATL",481,,,0,,0,,,,,,4,0
1987,10,27,2,1615,1615,1742,1741,"DL",435,,87,86,,1,0,"RIC","ATL",481,,,0,,0,,,,,,2,0
1987,10,31,6,834,834,1059,1040,"DL",439,,145,126,,19,0,"CVG","FLL",932,,,0,,0,,,,,,2,0
1987,10,12,1,1011,1011,1204,1215,"DL",440,,113,124,,-11,0,"ATL","BDL",859,,,0,,0,,,,,,0,0
1987,10,28,3,2047,2047,2237,2215,"DL",444,,110,88,,22,0,"ATL","TOL",549,,,0,,0,,,,,,3,0
1987,10,24,6,1521,1517,1657,1655,"DL",445,,96,98,,2,4,"ATL","MIA",595,,,0,,0,,,,,,0,0
1987,10,25,7,1526,1517,1703,1655,"DL",445,,97,98,,8,9,"ATL","MIA",595,,,0,,0,,,,,,4,0
1987,10,27,2,1517,1517,1721,1655,"DL",445,,124,98,,26,0,"ATL","MIA",595,,,0,,0,,,,,,3,0
1987,10,11,7,1215,1215,1415,1422,"DL",445,,120,127,,-7,0,"EWR","ATL",745,,,0,,0,,,,,,2,0
1987,10,6,2,2323,2323,54,40,"DL",446,,91,77,,14,0,"ATL","IAD",533,,,0,,0,,,,,,0,0
1987,10,23,5,2323,2323,57,40,"DL",446,,94,77,,17,0,"ATL","IAD",533,,,0,,0,,,,,,1,0
1987,10,7,3,705,705,1241,1233,"DL",448,,216,208,,8,0,"SEA","DFW",1660,,,0,,0,,,,,,1,0
1987,10,7,3,659,659,847,830,"DL",450,,108,91,,17,0,"CVG","EWR",569,,,0,,0,,,,,,0,0
1987,10,6,2,847,847,1008,1005,"DL",451,,81,78,,3,0,"ATL","SRQ",445,,,0,,0,,,,,,3,0
1987,10,20,2,848,847,1005,1005,"DL",451,,77,78,,0,1,"ATL","SRQ",445,,,0,,0,,,,,,3,0
1987,10,6,2,635,635,742,744,"DL",451,,67,69,,-2,0,"CVG","ATL",373,,,0,,0,,,,,,1,0
1987,10,10,6,1754,1755,1930,1922,"DL",455,,96,87,,8,-1,"IAD","ATL",533,,,0,,0,,,,,,3,0
1987,10,27,2,1758,1755,1940,1922,"DL",455,,102,87,,18,3,"IAD","ATL",533,,,0,,0,,,,,,3,0
1987,10,1,4,1907,1905,1951,1940,"DL",457,,44,35,,11,2,"PWM","BOS",95,,,0,,0,,,,,,1,0
1987,10,7,3,1929,1905,2007,1940,"DL",457,,38,35,,27,24,"PWM","BOS",95,,,0,,0,,,,,,2,0
1987,10,31,6,1905,1905,1937,1940,"DL",457,,32,35,,-3,0,"PWM","BOS",95,,,0,,0,,,,,,0,0
1987,10,13,2,1155,1155,1149,1145,"DL",464,,54,50,,4,0,"ATL","BNA",214,,,0,,0,,,,,,2,0
1987,10,11,7,1300,1300,1540,1528,"DL",466,,100,88,,12,0,"PDX","SLC",630,,,0,,0,,,,,,0,0
1987,10,27,2,1641,1610,1940,1928,"DL",466,,119,138,,12,31,"SLC","DFW",988,,,0,,0,,,,,,4,0
1987,10,3,6,1648,1648,1756,1750,"DL",469,,68,62,,6,0,"ATL","SDF",321,,,0,,0,,,,,,3,0
1987,10,26,1,1515,1515,1609,1606,"DL",469,,54,51,,3,0,"CAE","ATL",191,,,0,,0,,,,,,4,0
1987,10,15,4,700,700,841,847,"DL",471,,101,107,,-6,0,"BDL","CVG",661,,,0,,0,,,,,,0,0
1987,10,18,7,926,920,1028,1023,"DL",471,,122,123,,5,6,"CVG","DFW",812,,,0,,0,,,,,,0,0
1987,10,14,3,1055,1055,1158,1205,"DL",471,,63,70,,-7,0,"DFW","BTR",383,,,0,,0,,,,,,3,0
1987,10,17,6,643,643,828,830,"DL",472,,105,107,,-2,0,"ATL","PHL",665,,,0,,0,,,,,,0,0
1987,10,13,2,831,831,1007,1005,"DL",473,,96,94,,2,0,"ATL","FLL",581,,,0,,0,,,,,,1,0
1987,10,15,4,1400,1400,1347,1351,"DL",475,,47,51,,-4,0,"DTW","IND",231,,,0,,0,,,,,,4,0
1987,10,13,2,1411,1411,1543,1543,"DL",475,,32,32,,0,0,"IND","CVG",98,,,0,,0,,,,,,0,0
1987,10,15,4,1411,1411,1543,1543,"DL",475,,32,32,,0,0,"IND","CVG",98,,,0,,0,,,,,,0,0
1987,10,28,3,1332,1332,1526,1510,"DL",476,,114,98,,16,0,"ATL","DTW",594,,,0,,0,,,,,,2,0
1987,10,19,1,820,820,1105,1106,"DL",478,,105,106,,-1,0,"IAH","ATL",689,,,0,,0,,,,,,0,0
1987,10,15,4,1902,1856,1916,1900,"DL",479,,74,64,,16,6,"ATL","MEM",332,,,0,,0,,,,,,3,0
1987,10,27,2,1905,1856,1924,1900,"DL",479,,79,64,,24,9,"ATL","MEM",332,,,0,,0,,,,,,4,0
1987,10,6,2,1346,1326,1546,1525,"DL",482,,120,119,,21,20,"ATL","LGA",761,,,0,,0,,,,,,0,0
1987,10,31,6,1331,1326,1526,1525,"DL",482,,115,119,,1,5,"ATL","LGA",761,,,0,,0,,,,,,2,0
1987,10,23,5,700,700,747,738,"DL",483,,47,38,,9,0,"BOS","BDL",91,,,0,,0,,,,,,2,0
1987,10,27,2,828,828,827,825,"DL",485,,59,57,,2,0,"ATL","PNS",272,,,0,,0,,,,,,3,0
1987,10,22,4,1838,1827,2136,2121,"DL",487,,238,234,,15,11,"BOS","DFW",1562,,,0,,0,,,,,,1,0
1987,10,7,3,2208,2208,2332,2330,"DL",487,,204,202,,2,0,"DFW","SFO",1464,,,0,,0,,,,,,4,0
1987,10,18,7,1541,1530,1650,1645,"DL",491,,69,75,,5,11,"ATL","TPA",406,,,0,,0,,,,,,0,0
1987,10,18,7,2216,2203,2239,2215,"DL",493,,83,72,,24,13,"ATL","MSY",425,,,0,,0,,,,,,2,0
1987,10,6,2,2020,2020,2125,2118,"DL",493,,65,58,,7,0,"CHS","ATL",259,,,0,,0,,,,,,3,0
1987,10,20,2,2032,2020,2133,2118,"DL",493,,61,58,,15,12,"CHS","ATL",259,,,0,,0,,,,,,4,0
1987,10,27,2,2020,2020,2116,2118,"DL",493,,56,58,,-2,0,"CHS","ATL",259,,,0,,0,,,,,,2,0
1987,10,20,2,830,830,1132,1105,"DL",494,,182,155,,27,0,"LGA","PBI",1035,,,0,,0,,,,,,1,0
1987,10,5,1,1009,955,1126,1105,"DL",495,,77,70,,21,14,"RDU","ATL",356,,,0,,0,,,,,,0,0
1987,10,6,2,,1850,,2250,"DL",496,,,180,,,,"DFW","EWR",1372,,,1,,0,,,,,,0,0
1987,10,15,4,1015,1015,1105,1106,"DL",499,,50,51,,-1,0,"CAE","ATL",191,,,0,,0,,,,,,2,0
1987,10,9,5,1152,1146,1343,1345,"DL",500,,111,119,,-2,6,"ATL","LGA",761,,,0,,0,,,,,,2,0
1987,10,28,3,1155,1146,1351,1345,"DL",500,,116,119,,6,9,"ATL","LGA",761,,,0,,0,,,,,,1,0
1987,10,5,1,920,920,1104,1103,"DL",500,,44,43,,1,0,"BHM","ATL",134,,,0,,0,,,,,,3,0
1987,10,30,5,105,100,532,538,"DL",500,,147,158,,-6,5,"LAX","DFW",1235,,,0,,0,,,,,,4,0
1987,10,31,6,100,100,540,538,"DL",500,,160,158,,2,0,"LAX","DFW",1235,,,0,,0,,,,,,4,0
1987,10,6,2,1415,1415,1504,1516,"DL",500,,49,61,,-12,0,"LGA","PWM",270,,,0,,0,,,,,,1,0
1987,10,24,6,800,800,1045,1032,"DL",501,,165,152,,13,0,"DTW","MIA",1145,,,0,,0,,,,,,1,0
1987,10,26,1,1202,1155,1319,1310,"DL",503,,77,75,,9,7,"ATL","TPA",406,,,0,,0,,,,,,2,0
1987,10,2,5,1755,1755,1931,1936,"DL",504,,96,101,,-5,0,"FLL","ATL",581,,,0,,0,,,,,,1,0
1987,10,11,7,1755,1755,1930,1936,"DL",504,,95,101,,-6,0,"FLL","ATL",581,,,0,,0,,,,,,4,0
1987,10,11,7,717,717,804,753,"DL",505,,47,36,,11,0,"CMH","CVG",116,,,0,,0,,,,,,3,0
1987,10,27,2,2332,2332,213,220,"DL",506,,101,108,,-7,0,"DFW","ATL",732,,,0,,0,,,,,,2,0
1987,10,30,5,2332,2332,224,220,"DL",506,,112,108,,4,0,"DFW","ATL",732,,,0,,0,,,,,,3,0
1987,10,12,1,1845,1845,2156,2116,"DL",507,,191,151,,40,0,"JFK","TPA",1005,,,0,,0,,,,,,1,0
1987,10,26,1,1019,1014,1145,1130,"DL",508,,86,76,,15,5,"DFW","MEM",432,,,0,,0,,,,,,2,0
1987,10,4,7,1305,1305,1546,1539,"DL",509,,161,154,,7,0,"BDL","TPA",1111,,,0,,0,,,,,,3,0
1987,10,17,6,1305,1305,1546,1539,"DL",509,,161,154,,7,0,"BDL","TPA",1111,,,0,,0,,,,,,2,0
1987,10,23,5,800,800,1000,950,"DL",510,,120,110,,10,0,"TPA","CVG",773,,,0,,0,,,,,,3,0
1987,10,26,1,800,800,954,950,"DL",510,,114,110,,4,0,"TPA","CVG",773,,,0,,0,,,,,,1,0
1987,10,4,7,1835,1835,1938,1935,"DL",511,,63,60,,3,0,"ATL","GSO",306,,,0,,0,,,,,,1,0
1987,10,29,4,1840,1835,1946,1935,"DL",511,,66,60,,11,5,"ATL","GSO",306,,,0,,0,,,,,,2,0
1987,10,10,6,1600,1600,1746,1749,"DL",511,,46,49,,-3,0,"BNA","ATL",214,,,0,,0,,,,,,1,0
1987,10,19,1,1910,1910,2200,2152,"DL",514,,170,162,,8,0,"TPA","BOS",1185,,,0,,0,,,,,,2,0
1987,10,16,5,715,715,915,848,"DL",515,,120,93,,27,0,"EWR","CVG",569,,,0,,0,,,,,,3,0
1987,10,17,6,1205,1200,1437,1438,"DL",518,,152,158,,-1,5,"MCO","BOS",1121,,,0,,0,,,,,,0,0
1987,10,4,7,825,825,903,910,"DL",519,,38,45,,-7,0,"TYS","ATL",152,,,0,,0,,,,,,0,0
1987,10,22,4,605,605,729,734,"DL",520,,84,89,,-5,0,"CLE","ATL",554,,,0,,0,,,,,,0,0
1987,10,14,3,1327,1317,1709,1640,"DL",522,,162,143,,29,10,"DFW","DCA",1192,,,0,,0,,,,,,0,0
1987,10,3,6,1339,1339,1519,1525,"DL",523,,220,226,,-6,0,"ATL","SLC",1589,,,0,,0,,,,,,3,0
1987,10,28,3,1339,1339,1527,1525,"DL",523,,228,226,,2,0,"ATL","SLC",1589,,,0,,0,,,,,,4,0
1987,10,16,5,1122,1120,1245,1237,"DL",523,,83,77,,8,2,"TPA","ATL",406,,,0,,0,,,,,,2,0
1987,10,7,3,2024,2020,2123,2120,"DL",524,,59,60,,3,4,"ATL","GSO",306,,,0,,0,,,,,,1,0
1987,10,13,2,1740,1740,1949,1945,"DL",524,,69,65,,4,0,"MEM","ATL",332,,,0,,0,,,,,,4,0
1987,10,6,2,1145,1145,1359,1350,"DL",526,,134,125,,9,0,"MSY","ORD",837,,,0,,0,,,,,,2,0
1987,10,20,2,700,700,919,912,"DL",526,,139,132,,7,0,"ORD","DFW",802,,,0,,0,,,,,,1,0
1987,10,28,3,700,700,901,912,"DL",526,,121,132,,-11,0,"ORD","DFW",802,,,0,,0,,,,,,2,0
1987,10,1,4,1922,1830,2131,2034,"DL",527,,129,124,,57,52,"ORD","MSY",837,,,0,,0,,,,,,4,0
1987,10,14,3,1830,1830,2036,2034,"DL",527,,126,124,,2,0,"ORD","MSY",837,,,0,,0,,,,,,3,0
1987,10,26,1,1830,1830,2043,2034,"DL",527,,133,124,,9,0,"ORD","MSY",837,,,0,,0,,,,,,0,0
1987,10,27,2,1842,1830,2035,2034,"DL",527,,113,124,,1,12,"ORD","MSY",837,,,0,,0,,,,,,3,0
1987,10,20,2,1844,1836,1933,1930,"DL",528,,49,54,,3,8,"ATL","CLT",227,,,0,,0,,,,,,4,0
1987,10,24,6,833,828,927,911,"DL",532,,114,103,,16,5,"ATL","ORD",606,,,0,,0,,,,,,0,0
1987,10,28,3,828,828,920,911,"DL",532,,112,103,,9,0,"ATL","ORD",606,,,0,,0,,,,,,0,0
1987,10,14,3,655,655,752,750,"DL",534,,57,55,,2,0,"CHS","ATL",259,,,0,,0,,,,,,2,0
1987,10,25,7,1909,1853,1937,1910,"DL",535,,88,77,,27,16,"ATL","MSY",425,,,0,,0,,,,,,0,0
1987,10,25,7,2030,2025,2131,2121,"DL",536,,61,56,,10,5,"HOU","DFW",247,,,0,,0,,,,,,1,0
1987,10,8,4,1125,1120,1222,1210,"DL",539,,57,50,,12,5,"PIT","CVG",256,,,0,,0,,,,,,0,0
1987,10,7,3,1351,1330,1455,1437,"DL",539,,64,67,,18,21,"SDF","ATL",321,,,0,,0,,,,,,0,0
1987,10,17,6,1835,1835,1922,1926,"DL",542,,47,51,,-4,0,"SAV","ATL",215,,,0,,0,,,,,,2,0
1987,10,19,1,1835,1835,1921,1926,"DL",542,,46,51,,-5,0,"SAV","ATL",215,,,0,,0,,,,,,2,0
1987,10,26,1,2120,2120,2204,2152,"DL",543,,44,32,,12,0,"MCO","RSW",133,,,0,,0,,,,,,0,0
1987,10,3,6,1620,1620,1935,1939,"DL",545,,135,139,,-4,0,"MSP","ATL",906,,,0,,0,,,,,,2,0
1987,10,9,5,1550,1550,1737,1733,"DL",546,,167,163,,4,0,"PBI","ORD",1144,,,0,,0,,,,,,1,0
1987,10,31,6,1550,1550,1721,1733,"DL",546,,151,163,,-12,0,"PBI","ORD",1144,,,0,,0,,,,,,1,0
1987,10,31,6,1800,1800,1854,1848,"DL",548,,54,48,,6,0,"TYS","CVG",226,,,0,,0,,,,,,1,0
1987,10,12,1,1550,1550,1757,1750,"DL",549,,67,60,,7,0,"ORD","CVG",264,,,0,,0,,,,,,2,0
1987,10,8,4,856,840,834,820,"DL",551,,38,40,,14,16,"ATL","BHM",134,,,0,,0,,,,,,1,0
1987,10,31,6,840,840,819,820,"DL",551,,39,40,,-1,0,"ATL","BHM",134,,,0,,0,,,,,,0,0
1987,10,26,1,845,845,1010,952,"DL",551,,85,67,,18,0,"BHM","SHV",418,,,0,,0,,,,,,3,0
1987,10,20,2,1021,1020,1112,1105,"DL",551,,51,45,,7,1,"SHV","DFW",190,,,0,,0,,,,,,0,0
1987,10,3,6,1204,1204,1320,1330,"DL",555,,136,146,,-10,0,"BOS","ORD",867,,,0,,0,,,,,,4,0
1987,10,25,7,1521,1515,1456,1455,"DL",557,,35,40,,1,6,"ATL","BHM",134,,,0,,0,,,,,,2,0
1987,10,8,4,1630,1629,1757,1742,"DL",557,,87,73,,15,1,"JAN","DFW",408,,,0,,0,,,,,,0,0
1987,10,10,6,1920,1920,2055,2052,"DL",559,,95,92,,3,0,"ORF","ATL",516,,,0,,0,,,,,,3,0
1987,10,7,3,2038,2038,2215,2210,"DL",560,,97,92,,5,0,"ATL","DCA",547,,,0,,0,,,,,,1,0
1987,10,14,3,720,720,754,745,"DL",561,,34,25,,9,0,"DAY","CVG",64,,,0,,0,,,,,,3,0
1987,10,4,7,2158,2158,2250,2245,"DL",563,,112,107,,5,0,"ATL","HOU",696,,,0,,0,,,,,,3,0
1987,10,31,6,1835,1835,1929,1930,"DL",566,,114,115,,-1,0,"ATL","MCI",692,,,0,,0,,,,,,0,0
1987,10,12,1,2204,2157,2302,2255,"DL",566,,58,58,,7,7,"DFW","HOU",247,,,0,,0,,,,,,2,0
1987,10,2,5,1747,1744,1843,1825,"DL",567,,56,41,,18,3,"ATL","AGS",143,,,0,,0,,,,,,0,0
1987,10,23,5,1908,1901,1939,1920,"DL",569,,91,79,,19,7,"ATL","BTR",449,,,0,,0,,,,,,3,0
